ID,parent,DE,EN,JSON,JSON neu,Kommentar,goe,kiel vorher,kiel # vorher,kiel # nachher,kiel nachher,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen,kiel Themen
026,02X,Spezialbibliotheken,Libraries devoted to specific subjects,"{""goe"":{""fi"":"" lsg=\""7 awp 150\""""}}","{""goe"":{""fi"":"" lsg=\""7 awp 150\""""}}",,"{""fi"":"" lsg=\""7 awp 150\""""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027,02X,Allgemeinbibliotheken,General libraries,"{""kiel"":[""kom 495?""],""goe"":{""fi"":"" lsg=\""7 awp? ( lsg=\""7\"" not lsg=\""7 awp 150\"")\""""}}","{""kiel"":[""kom 495?""],""goe"":{""fi"":"" lsg=\""7 awp? ( lsg=\""7\"" not lsg=\""7 awp 150\"")\""""}}",,"{""fi"":"" lsg=\""7 awp? ( lsg=\""7\"" not lsg=\""7 awp 150\"")\""""}","[""kom 495?""]",1,1,"[""kom 495?""]",kom 495?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02X,vn65,Bibliotheks- und Informationswissenschaften,Library and information sciences,"{""kiel"":[""kom 474?"",""kom 495?""],""goe"":{""fi"":"" lsg=\""7 aw?\"" or lsg=\""7 ax?\"" or lsg=\""7 ag?\""""}}","{""kiel"":[""kom 474?"",""kom 495?""],""goe"":{""fi"":"" lsg=\""7 aw?\"" or lsg=\""7 ax?\"" or lsg=\""7 ag?\""""}}",,"{""fi"":"" lsg=\""7 aw?\"" or lsg=\""7 ax?\"" or lsg=\""7 ag?\""""}","[""kom 474?"",""kom 495?""]",2,2,"[""kom 474?"",""kom 495?""]",kom 474?,kom 495?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03X,vn65,Enzyklopädien,Encyclopedic works,"{""kiel"":[""nor 251.300"",""ska 015.080"",""ska 048.080"",""ska 077.080"",""lan 543.092"",""all 38?"",""all 39?""],""goe"":{""fi"":"" lsg=\""7 aaa?\""""}}","{""kiel"":[""nor 251.300"",""ska 015.080"",""ska 048.080"",""ska 077.080"",""lan 543.092"",""all 38?"",""all 39?""],""goe"":{""fi"":"" lsg=\""7 aaa?\""""}}",,"{""fi"":"" lsg=\""7 aaa?\""""}","[""nor 251.300"",""ska 015.080"",""ska 048.080"",""ska 077.080"",""lan 543.092"",""all 38?"",""all 39?""]",7,7,"[""nor 251.300"",""ska 015.080"",""ska 048.080"",""ska 077.080"",""lan 543.092"",""all 38?"",""all 39?""]",nor 251.300,ska 015.080,ska 048.080,ska 077.080,lan 543.092,all 38?,all 39?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05X,vn65,"Zeitschriften, allgemeine fortlaufende Sammelwerke","Periodicals, General serial publications","{""kiel"":[""nor 208?"",""all 2?"",""all 300"",""all 33?"",""all 340?""],""goe"":{""fi"":"" lsg=\""7 arl 19?-arl 22?\"" or lsg=\""7 arm 370\""""}}","{""kiel"":[""nor 208?"",""all 2?"",""all 300"",""all 33?"",""all 340?""],""goe"":{""fi"":"" lsg=\""7 arl 19?-arl 22?\"" or lsg=\""7 arm 370\""""}}",,"{""fi"":"" lsg=\""7 arl 19?-arl 22?\"" or lsg=\""7 arm 370\""""}","[""nor 208?"",""all 2?"",""all 300"",""all 33?"",""all 340?""]",5,5,"[""nor 208?"",""all 2?"",""all 300"",""all 33?"",""all 340?""]",nor 208?,all 2?,all 300,all 33?,all 340?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060,06X,Allgemeine Organisationen,General organizations,"{""goe"":{""fi"":"" lsg=\""7 ada 000\""""}}","{""goe"":{""fi"":"" lsg=\""7 ada 000\""""}}",,"{""fi"":"" lsg=\""7 ada 000\""""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
069,06X,Museumswissenschaft,Museology,"{""goe"":{""fi"":"" lsg=\""7 ad 000 \""""}}","{""goe"":{""fi"":"" lsg=\""7 ad 000 \""""}}",,"{""fi"":"" lsg=\""7 ad 000 \""""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06X,vn65,"Allgemeine Organisationen, Museumswissenschaft","General organizations, Museology","{""goe"":{""fi"":"" lsg=\""7 ad 000\"" or lsg=\""7 ada 000\"" or lsg=\""7 adb 000\"" or lsg=\""7 adf 000\"" or lsg=\""7 adn 000\""""}}","{""goe"":{""fi"":"" lsg=\""7 ad 000\"" or lsg=\""7 ada 000\"" or lsg=\""7 adb 000\"" or lsg=\""7 adf 000\"" or lsg=\""7 adn 000\""""}}",,"{""fi"":"" lsg=\""7 ad 000\"" or lsg=\""7 ada 000\"" or lsg=\""7 adb 000\"" or lsg=\""7 adf 000\"" or lsg=\""7 adn 000\""""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07X,vn65,"Publizistische Medien, Journalismus, Verlagswesen","News media, Journalism, Publishing","{""kiel"":[""kom 740.3""],""goe"":{""fi"":"" lsg=\""7 bb 1?\"" or lsg=\""7 bba 1?\"" or lsg=\""7 bbb\"" or lsg=\""7 bc 1?\"" or lsg=\""7 au? \""""}}","{""kiel"":[""kom 740.3""],""goe"":{""fi"":"" lsg=\""7 bb 1?\"" or lsg=\""7 bba 1?\"" or lsg=\""7 bbb\"" or lsg=\""7 bc 1?\"" or lsg=\""7 au? \""""}}",,"{""fi"":"" lsg=\""7 bb 1?\"" or lsg=\""7 bba 1?\"" or lsg=\""7 bbb\"" or lsg=\""7 bc 1?\"" or lsg=\""7 au? \""""}","[""kom 740.3""]",1,1,"[""kom 740.3""]",kom 740.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X,vn65,"Allgemeine Sammelwerke, Zitatensammlungen","General collections, Collections of quotations","{""goe"":{""fi"":"" lsg=\""7 arl 040\""""}}","{""goe"":{""fi"":"" lsg=\""7 arl 040\""""}}",,"{""fi"":"" lsg=\""7 arl 040\""""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20X,vn4,Allgemeines,Generalities,"{""kiel"":[""ska 357?"",""ska 476?""],""goe"":{""fi"":"" lsg=\""7 ca?\""""}}","{""kiel"":[""ska 357?"",""ska 476?""],""goe"":{""fi"":"" lsg=\""7 ca?\""""}}",,"{""fi"":"" lsg=\""7 ca?\""""}","[""ska 357?"",""ska 476?""]",2,2,"[""ska 357?"",""ska 476?""]",ska 357?,ska 476?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,25X,Zeitlich übergreifend,Temporally unspecific,"{""kiel"":[""ska 212?"",""ska 213?"",""ska 214?"",""ska 220?"",""jus 944.5"",""jus 950.200"",""jus 957.200"",""jus 953.200"",""jus 955.250""]}","{""kiel"":[""ska 212?"",""ska 213?"",""ska 214?"",""ska 220?"",""jus 944.5"",""jus 950.200"",""jus 957.200"",""jus 953.200"",""jus 955.250""]}",,,"[""ska 212?"",""ska 213?"",""ska 214?"",""ska 220?"",""jus 944.5"",""jus 950.200"",""jus 957.200"",""jus 953.200"",""jus 955.250""]",9,9,"[""ska 212?"",""ska 213?"",""ska 214?"",""ska 220?"",""jus 944.5"",""jus 950.200"",""jus 957.200"",""jus 953.200"",""jus 955.250""]",ska 212?,ska 213?,ska 214?,ska 220?,jus 944.5,jus 950.200,jus 957.200,jus 953.200,jus 955.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,25X,Mittelalter,Middle Ages,"{""kiel"":[""ska 347?"",""ska 348?"",""ska 349?"",""ska 355?""]}","{""kiel"":[""ska 347?"",""ska 348?"",""ska 349?"",""ska 355?""]}",,,"[""ska 347?"",""ska 348?"",""ska 349?"",""ska 355?""]",4,4,"[""ska 347?"",""ska 348?"",""ska 349?"",""ska 355?""]",ska 347?,ska 348?,ska 349?,ska 355?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,25X,Frühe Neuzeit,Modern history,"{""kiel"":[""ska 481?"",""ska 483?"",""ska 487?""]}","{""kiel"":[""ska 481?"",""ska 483?"",""ska 487?""]}",,,"[""ska 481?"",""ska 483?"",""ska 487?""]",3,3,"[""ska 481?"",""ska 483?"",""ska 487?""]",ska 481?,ska 483?,ska 487?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,25X,19. Jahrhundert,19th century,"{""kiel"":[""ska 656?"",""ska 658?""]}","{""kiel"":[""ska 656?"",""ska 658?""]}",,,"[""ska 656?"",""ska 658?""]",2,2,"[""ska 656?"",""ska 658?""]",ska 656?,ska 658?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
