,,,,,,DDC,Aufloesung,Aufloesung_englisch,Anzeige,Kommentar_HGW,Nordeuropa_HGW,Skandinavien_HGW,Daenemark_HGW,Island_HGW,Faeroer_HGW,Groenland_HGW,Schweden_HGW,Norwegen_HGW,Finnland_HGW,Baltikum_HGW,Estland_HGW,Lettland_HGW,Litauen_HGW,Gesamtraum_HGW,Nordeuropa_HGW,Skandinavien_HGW,Daenemark_HGW,Island_HGW,Faeroer_HGW,Groenland_HGW,Schweden_HGW,Norwegen_HGW,Finnland_HGW,Baltikum_HGW,Estland_HGW,Lettland_HGW,Litauen_HGW,Gesamtraum_HGW,JSON
352,352,35X,35X,TRUE,0,351 OR 352,Allgemeines zur öffentlichen Verwaltung,General considerations of public administration,,,M! !!7** OR MF 6500 OR MF 7* OR MS 44* OR PN 20* OR PN 21* OR PN 220,MG !!7* NOT MG 56*,MG 487*,MG 587*,,,MG 547*,MG 527*,MG 567*,MG 597** OR MF 6500 OR MF 7* OR MS 44* OR PN 20* OR PN 21* OR PN 220,,,,M! !!7** OR MF 6500 OR MF 7* OR MS 44* OR PN 20* OR PN 21* OR PN 220,"lklhgw=""m! !!7?"" or lklhgw=""mf 6500"" or lklhgw=""mf 7?"" or lklhgw=""ms 44?"" or lklhgw=""pn 20?"" or lklhgw=""pn 21?"" or lklhgw=""pn 220""","lklhgw=""mg !!7?"" not lklhgw=""mg 56?""","lklhgw=""mg 487?""","lklhgw=""mg 587?""",,,"lklhgw=""mg 547?""","lklhgw=""mg 527?""","lklhgw=""mg 567?""","lklhgw=""mg 597?"" or lklhgw=""mf 6500"" or lklhgw=""mf 7?"" or lklhgw=""ms 44?"" or lklhgw=""pn 20?"" or lklhgw=""pn 21?"" or lklhgw=""pn 220""",,,,"lklhgw=""m! !!7?"" or lklhgw=""mf 6500"" or lklhgw=""mf 7?"" or lklhgw=""ms 44?"" or lklhgw=""pn 20?"" or lklhgw=""pn 21?"" or lklhgw=""pn 220""","{""nord"":""lklhgw=\""m! !!7?\"" or lklhgw=\""mf 6500\"" or lklhgw=\""mf 7?\"" or lklhgw=\""ms 44?\"" or lklhgw=\""pn 20?\"" or lklhgw=\""pn 21?\"" or lklhgw=\""pn 220\"""",""sca"":""lklhgw=\""mg !!7?\"" not lklhgw=\""mg 56?\"""",""dk"":""lklhgw=\""mg 487?\"""",""ic"":""lklhgw=\""mg 587?\"""",""se"":""lklhgw=\""mg 547?\"""",""no"":""lklhgw=\""mg 527?\"""",""fi"":""lklhgw=\""mg 567?\"""",""bal"":""lklhgw=\""mg 597?\"" or lklhgw=\""mf 6500\"" or lklhgw=\""mf 7?\"" or lklhgw=\""ms 44?\"" or lklhgw=\""pn 20?\"" or lklhgw=\""pn 21?\"" or lklhgw=\""pn 220\"""",""all"":""lklhgw=\""m! !!7?\"" or lklhgw=\""mf 6500\"" or lklhgw=\""mf 7?\"" or lklhgw=\""ms 44?\"" or lklhgw=\""pn 20?\"" or lklhgw=\""pn 21?\"" or lklhgw=\""pn 220\""""}"
353,353,35X,35X,TRUE,0,353.* OR 352.4 OR 354.*,Einzelne Zuständigkeitsbereiche der öffentlichen Verwaltung,Specific fields of responsibility of public administration,,,MG !!76*,MG !!76* NOT MG 56*,MG 5876*,,,MG 5476*,MG 5276*,MG 5676*,MG 5976*,MG 5976**,,,,MG !!76*,"lklhgw=""mg !!76?""","lklhgw=""mg !!76?"" not lklhgw=""mg 56?""","lklhgw=""mg 5876?""",,,"lklhgw=""mg 5476?""","lklhgw=""mg 5276?""","lklhgw=""mg 5676?""","lklhgw=""mg 5976?""","lklhgw=""mg 5976?""",,,,"lklhgw=""mg !!76?""","{""nord"":""lklhgw=\""mg !!76?\"""",""sca"":""lklhgw=\""mg !!76?\"" not lklhgw=\""mg 56?\"""",""dk"":""lklhgw=\""mg 5876?\"""",""gro"":""lklhgw=\""mg 5476?\"""",""se"":""lklhgw=\""mg 5276?\"""",""no"":""lklhgw=\""mg 5676?\"""",""fi"":""lklhgw=\""mg 5976?\"""",""bal"":""lklhgw=\""mg 5976?\"""",""all"":""lklhgw=\""mg !!76?\""""}"
355.*,355.X,35X,35X,TRUE,1,355.A,Militärwissenschaft,Military science,,"hier auch 356,357,358,359",MX* OR MY* OR MZ* OR MG !!940 OR MK 6700 OR MK 7670 OR MK 7750 OR QO OR MK 3*,MG !!940 NOT MG 56*,MG 58940,,,MG 54940,MG 52940,MG 56940,MX* OR MY* OR MZ* OR MG 59940 OR MK 6700 OR MK 7670 OR MK 7750,MX ***-MZ *** OR MG 59940 OR MK 6700 OR MK 7670 OR MK 7750,,,,MX* OR MY* OR MZ* OR MG !!940 OR MK 6700 OR MK 7670 OR MK 7750 OR QO OR MK 3*,"lklhgw=""mx?"" or lklhgw=""my?"" or lklhgw=""mz?"" or lklhgw=""mg !!940"" or lklhgw=""mk 6700"" or lklhgw=""mk 7670"" or lklhgw=""mk 7750"" or lklhgw=""qo"" or lklhgw=""mk 3?""","lklhgw=""mg !!940"" not lklhgw=""mg 56?""","lklhgw=""mg 58940""",,,"lklhgw=""mg 54940""","lklhgw=""mg 52940""","lklhgw=""mg 56940""","lklhgw=""mx?"" or lklhgw=""my?"" or lklhgw=""mz?"" or lklhgw=""mg 59940"" or lklhgw=""mk 6700"" or lklhgw=""mk 7670"" or lklhgw=""mk 7750""","lklhgw=""mx ?-mz ?"" or lklhgw=""mg 59940"" or lklhgw=""mk 6700"" or lklhgw=""mk 7670"" or lklhgw=""mk 7750""",,,,"lklhgw=""mx?"" or lklhgw=""my?"" or lklhgw=""mz?"" or lklhgw=""mg !!940"" or lklhgw=""mk 6700"" or lklhgw=""mk 7670"" or lklhgw=""mk 7750"" or lklhgw=""qo"" or lklhgw=""mk 3?""","{""nord"":""lklhgw=\""mx?\"" or lklhgw=\""my?\"" or lklhgw=\""mz?\"" or lklhgw=\""mg !!940\"" or lklhgw=\""mk 6700\"" or lklhgw=\""mk 7670\"" or lklhgw=\""mk 7750\"" or lklhgw=\""qo\"" or lklhgw=\""mk 3?\"""",""sca"":""lklhgw=\""mg !!940\"" not lklhgw=\""mg 56?\"""",""dk"":""lklhgw=\""mg 58940\"""",""gro"":""lklhgw=\""mg 54940\"""",""se"":""lklhgw=\""mg 52940\"""",""no"":""lklhgw=\""mg 56940\"""",""fi"":""lklhgw=\""mx?\"" or lklhgw=\""my?\"" or lklhgw=\""mz?\"" or lklhgw=\""mg 59940\"" or lklhgw=\""mk 6700\"" or lklhgw=\""mk 7670\"" or lklhgw=\""mk 7750\"""",""bal"":""lklhgw=\""mx ?-mz ?\"" or lklhgw=\""mg 59940\"" or lklhgw=\""mk 6700\"" or lklhgw=\""mk 7670\"" or lklhgw=\""mk 7750\"""",""all"":""lklhgw=\""mx?\"" or lklhgw=\""my?\"" or lklhgw=\""mz?\"" or lklhgw=\""mg !!940\"" or lklhgw=\""mk 6700\"" or lklhgw=\""mk 7670\"" or lklhgw=\""mk 7750\"" or lklhgw=\""qo\"" or lklhgw=\""mk 3?\""""}"
355.1*,355.1X,355.X,355.X,TRUE,5,355.009,Militärgeschichte,Military history,,doppelt aufgeführt,NK 700* OR NK 701* OR NK 702* OR NK 703* OR NK 704* OR NQ 257* OR NQ 26* OR NQ 276* OR NQ 277* OR NQ 278* OR NQ 279*,NQ 2610,,,,,,,,NK 700* OR NK 701* OR NK 702* OR NK 703* OR NK 704*,,,,NK 700* OR NK 701* OR NK 702* OR NK 703* OR NK 704* OR NQ 257* OR NQ 26* OR NQ 276* OR NQ 277* OR NQ 278* OR NQ 279*,"lklhgw=""nk 700?"" or lklhgw=""nk 701?"" or lklhgw=""nk 702?"" or lklhgw=""nk 703?"" or lklhgw=""nk 704?"" or lklhgw=""nq 257?"" or lklhgw=""nq 26?"" or lklhgw=""nq 276?"" or lklhgw=""nq 277?"" or lklhgw=""nq 278?"" or lklhgw=""nq 279?""","lklhgw=""nq 2610""",,,,,,,,"lklhgw=""nk 700?"" or lklhgw=""nk 701?"" or lklhgw=""nk 702?"" or lklhgw=""nk 703?"" or lklhgw=""nk 704?""",,,,"lklhgw=""nk 700?"" or lklhgw=""nk 701?"" or lklhgw=""nk 702?"" or lklhgw=""nk 703?"" or lklhgw=""nk 704?"" or lklhgw=""nq 257?"" or lklhgw=""nq 26?"" or lklhgw=""nq 276?"" or lklhgw=""nq 277?"" or lklhgw=""nq 278?"" or lklhgw=""nq 279?""","{""nord"":""lklhgw=\""nk 700?\"" or lklhgw=\""nk 701?\"" or lklhgw=\""nk 702?\"" or lklhgw=\""nk 703?\"" or lklhgw=\""nk 704?\"" or lklhgw=\""nq 257?\"" or lklhgw=\""nq 26?\"" or lklhgw=\""nq 276?\"" or lklhgw=\""nq 277?\"" or lklhgw=\""nq 278?\"" or lklhgw=\""nq 279?\"""",""sca"":""lklhgw=\""nq 2610\"""",""bal"":""lklhgw=\""nk 700?\"" or lklhgw=\""nk 701?\"" or lklhgw=\""nk 702?\"" or lklhgw=\""nk 703?\"" or lklhgw=\""nk 704?\"""",""all"":""lklhgw=\""nk 700?\"" or lklhgw=\""nk 701?\"" or lklhgw=\""nk 702?\"" or lklhgw=\""nk 703?\"" or lklhgw=\""nk 704?\"" or lklhgw=\""nq 257?\"" or lklhgw=\""nq 26?\"" or lklhgw=\""nq 276?\"" or lklhgw=\""nq 277?\"" or lklhgw=\""nq 278?\"" or lklhgw=\""nq 279?\""""}"
355.11,355.11,355.1X,355.1X,TRUE,0,355.009 AND t0900,Zeitlich übergreifend,Temporally unspecific,N,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
355.12,355.12,355.1X,355.1X,TRUE,0,355.009 AND t0902,Mittelalter,Middle Ages,N,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
355.13,355.13,355.1X,355.1X,TRUE,0,355.009 AND t0903,Frühe Neuzeit,Modern history,N,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
355.14,355.14,355.1X,355.1X,TRUE,0,355.009 AND t09034,19. Jahrhundert,19th century,N,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
355.15,355.15,355.1X,355.1X,TRUE,0,355.009 AND t0904,20. Jahrhundert,20th century,,doppelt aufgeführt,NQ 257* OR NQ 26* OR NQ 276* OR NQ 277* OR NQ 278* OR NQ 279*,NQ 2610,,,,,,,,,,,,NQ 257* OR NQ 26* OR NQ 276* OR NQ 277* OR NQ 278* OR NQ 279*,"lklhgw=""nq 257?"" or lklhgw=""nq 26?"" or lklhgw=""nq 276?"" or lklhgw=""nq 277?"" or lklhgw=""nq 278?"" or lklhgw=""nq 279?""","lklhgw=""nq 2610""",,,,,,,,,,,,"lklhgw=""nq 257?"" or lklhgw=""nq 26?"" or lklhgw=""nq 276?"" or lklhgw=""nq 277?"" or lklhgw=""nq 278?"" or lklhgw=""nq 279?""","{""nord"":""lklhgw=\""nq 257?\"" or lklhgw=\""nq 26?\"" or lklhgw=\""nq 276?\"" or lklhgw=\""nq 277?\"" or lklhgw=\""nq 278?\"" or lklhgw=\""nq 279?\"""",""sca"":""lklhgw=\""nq 2610\"""",""all"":""lklhgw=\""nq 257?\"" or lklhgw=\""nq 26?\"" or lklhgw=\""nq 276?\"" or lklhgw=\""nq 277?\"" or lklhgw=\""nq 278?\"" or lklhgw=\""nq 279?\""""}"
36*,36X,3XX,3XX,TRUE,6,36*,"Soziale Probleme und Sozialdienste, Verbände","Social problems and services, associations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
361,361,36X,36X,TRUE,0,361,Soziale Probleme und Sozialarbeit im Allgemeinen,Social problems and social welfare in general,,,DS 1***-DS 6*** OR MS 6350 OR MS 6500,,,,,,,,,DS 1***-DS 6*** OR MS 6350 OR MS 6500,,,,DS 1***-DS 6*** OR MS 6350 OR MS 6500,"lklhgw=""ds 1?-ds 6?"" or lklhgw=""ms 6350"" or lklhgw=""ms 6500""",,,,,,,,,"lklhgw=""ds 1?-ds 6?"" or lklhgw=""ms 6350"" or lklhgw=""ms 6500""",,,,"lklhgw=""ds 1?-ds 6?"" or lklhgw=""ms 6350"" or lklhgw=""ms 6500""","{""nord"":""lklhgw=\""ds 1?-ds 6?\"" or lklhgw=\""ms 6350\"" or lklhgw=\""ms 6500\"""",""bal"":""lklhgw=\""ds 1?-ds 6?\"" or lklhgw=\""ms 6350\"" or lklhgw=\""ms 6500\"""",""all"":""lklhgw=\""ds 1?-ds 6?\"" or lklhgw=\""ms 6350\"" or lklhgw=\""ms 6500\""""}"
362,362,36X,36X,TRUE,0,362,Soziale Probleme und Sozialarbeit für bestimmte Zielgruppen,Social problems and social welfare for specific target groups,,,DS 7*** OR MS 6410 OR MS 6440 OR DG 8*** OR DG 7500,,,,,,,,,DS 7*** OR MS 6410 OR MS 6440 OR DG 8*** OR DG 7500,,,,DS 7*** OR MS 6410 OR MS 6440 OR DG 8*** OR DG 7500,"lklhgw=""ds 7?"" or lklhgw=""ms 6410"" or lklhgw=""ms 6440"" or lklhgw=""dg 8?"" or lklhgw=""dg 7500""",,,,,,,,,"lklhgw=""ds 7?"" or lklhgw=""ms 6410"" or lklhgw=""ms 6440"" or lklhgw=""dg 8?"" or lklhgw=""dg 7500""",,,,"lklhgw=""ds 7?"" or lklhgw=""ms 6410"" or lklhgw=""ms 6440"" or lklhgw=""dg 8?"" or lklhgw=""dg 7500""","{""nord"":""lklhgw=\""ds 7?\"" or lklhgw=\""ms 6410\"" or lklhgw=\""ms 6440\"" or lklhgw=\""dg 8?\"" or lklhgw=\""dg 7500\"""",""bal"":""lklhgw=\""ds 7?\"" or lklhgw=\""ms 6410\"" or lklhgw=\""ms 6440\"" or lklhgw=\""dg 8?\"" or lklhgw=\""dg 7500\"""",""all"":""lklhgw=\""ds 7?\"" or lklhgw=\""ms 6410\"" or lklhgw=\""ms 6440\"" or lklhgw=\""dg 8?\"" or lklhgw=\""dg 7500\""""}"
363.*,363.X,36X,36X,TRUE,3,363.*,Spezielle soziale Probleme und Sozialdienste,Specific social problems and social welfare services,,,AR OR MG !!950 OR MG !!915 OR MS 6850 OR ZG 9290 OR ZG 9285 OR MS 6440 OR MS 2880 OR MS 4150 OR MS 4200 OR MS 1810 OR MK 89* OR MS 1700,(AR 32* NOT AR 327*)OR (MG !!915 NOT MG 56*) OR MG 5!950 NOT MG 56*,MG 48915 OR AR 323* OR MG 48950,MG 58915 OR AR 32400 OR MG 59950,,AR 32460,MG 54915 OR AR 326* OR MG 54950,MG 52915 OR AR 325* OR MG 52950,MG 56915 OR AR 327* OR MG 56950,AR OR MG 59950 OR MG 59915 OR MS 6850 OR ZG 9290 OR ZG 9285 OR MS 6440 OR MS 2880 OR MS 4150 OR MS 4200 OR MS 1810 OR MK 89* OR MS 1700,,,,AR OR MG !!950 OR MG !!915 OR MS 6850 OR ZG 9290 OR ZG 9285 OR MS 6440 OR MS 2880 OR MS 4150 OR MS 4200 OR MS 1810 OR MK 89* OR MS 1700,"lklhgw=""ar"" or lklhgw=""mg !!950"" or lklhgw=""mg !!915"" or lklhgw=""ms 6850"" or lklhgw=""zg 9290"" or lklhgw=""zg 9285"" or lklhgw=""ms 6440"" or lklhgw=""ms 2880"" or lklhgw=""ms 4150"" or lklhgw=""ms 4200"" or lklhgw=""ms 1810"" or lklhgw=""mk 89?"" or lklhgw=""ms 1700""","(lklhgw=""ar 32?"" not lklhgw=""ar 327?"")or (lklhgw=""mg !!915"" not lklhgw=""mg 56?"")"" or lklhgw=""mg 5!950"" not lklhgw=""mg 56?""","lklhgw=""mg 48915"" or lklhgw=""ar 323?"" or lklhgw=""mg 48950""","lklhgw=""mg 58915"" or lklhgw=""ar 32400"" or lklhgw=""mg 59950""",,"lklhgw=""ar 32460""","lklhgw=""mg 54915"" or lklhgw=""ar 326?"" or lklhgw=""mg 54950""","lklhgw=""mg 52915"" or lklhgw=""ar 325?"" or lklhgw=""mg 52950""","lklhgw=""mg 56915"" or lklhgw=""ar 327?"" or lklhgw=""mg 56950""","lklhgw=""ar"" or lklhgw=""mg 59950"" or lklhgw=""mg 59915"" or lklhgw=""ms 6850"" or lklhgw=""zg 9290"" or lklhgw=""zg 9285"" or lklhgw=""ms 6440"" or lklhgw=""ms 2880"" or lklhgw=""ms 4150"" or lklhgw=""ms 4200"" or lklhgw=""ms 1810"" or lklhgw=""mk 89?"" or lklhgw=""ms 1700""",,,,"lklhgw=""ar"" or lklhgw=""mg !!950"" or lklhgw=""mg !!915"" or lklhgw=""ms 6850"" or lklhgw=""zg 9290"" or lklhgw=""zg 9285"" or lklhgw=""ms 6440"" or lklhgw=""ms 2880"" or lklhgw=""ms 4150"" or lklhgw=""ms 4200"" or lklhgw=""ms 1810"" or lklhgw=""mk 89?"" or lklhgw=""ms 1700""","{""nord"":""lklhgw=\""ar\"" or lklhgw=\""mg !!950\"" or lklhgw=\""mg !!915\"" or lklhgw=\""ms 6850\"" or lklhgw=\""zg 9290\"" or lklhgw=\""zg 9285\"" or lklhgw=\""ms 6440\"" or lklhgw=\""ms 2880\"" or lklhgw=\""ms 4150\"" or lklhgw=\""ms 4200\"" or lklhgw=\""ms 1810\"" or lklhgw=\""mk 89?\"" or lklhgw=\""ms 1700\"""",""sca"":""(lklhgw=\""ar 32?\"" not lklhgw=\""ar 327?\"")or (lklhgw=\""mg !!915\"" not lklhgw=\""mg 56?\"")\"" or lklhgw=\""mg 5!950\"" not lklhgw=\""mg 56?\"""",""dk"":""lklhgw=\""mg 48915\"" or lklhgw=\""ar 323?\"" or lklhgw=\""mg 48950\"""",""ic"":""lklhgw=\""mg 58915\"" or lklhgw=\""ar 32400\"" or lklhgw=\""mg 59950\"""",""gro"":""lklhgw=\""ar 32460\"""",""se"":""lklhgw=\""mg 54915\"" or lklhgw=\""ar 326?\"" or lklhgw=\""mg 54950\"""",""no"":""lklhgw=\""mg 52915\"" or lklhgw=\""ar 325?\"" or lklhgw=\""mg 52950\"""",""fi"":""lklhgw=\""mg 56915\"" or lklhgw=\""ar 327?\"" or lklhgw=\""mg 56950\"""",""bal"":""lklhgw=\""ar\"" or lklhgw=\""mg 59950\"" or lklhgw=\""mg 59915\"" or lklhgw=\""ms 6850\"" or lklhgw=\""zg 9290\"" or lklhgw=\""zg 9285\"" or lklhgw=\""ms 6440\"" or lklhgw=\""ms 2880\"" or lklhgw=\""ms 4150\"" or lklhgw=\""ms 4200\"" or lklhgw=\""ms 1810\"" or lklhgw=\""mk 89?\"" or lklhgw=\""ms 1700\"""",""all"":""lklhgw=\""ar\"" or lklhgw=\""mg !!950\"" or lklhgw=\""mg !!915\"" or lklhgw=\""ms 6850\"" or lklhgw=\""zg 9290\"" or lklhgw=\""zg 9285\"" or lklhgw=\""ms 6440\"" or lklhgw=\""ms 2880\"" or lklhgw=\""ms 4150\"" or lklhgw=\""ms 4200\"" or lklhgw=\""ms 1810\"" or lklhgw=\""mk 89?\"" or lklhgw=\""ms 1700\""""}"
363.2,363.2,363.X,363.X,TRUE,0,363.A,"Öffentliche Sicherheit, Polizei","Public safety, police",,"hier auch DDC 363.1, 363.3",MG !!950 OR MS 6850 OR ZG 9290 OR ZG 9285,MG 5!950 NOT MG 56*,MG 48950,MG 58950,,,MG 54950,MG 52950,MG 56950,MG 59950 OR MS 6850 OR ZG 9290 OR ZG 9285,,,,MG !!950 OR MS 6850 OR ZG 9290 OR ZG 9285,"lklhgw=""mg !!950"" or lklhgw=""ms 6850"" or lklhgw=""zg 9290"" or lklhgw=""zg 9285""","lklhgw=""mg 5!950"" not lklhgw=""mg 56?""","lklhgw=""mg 48950""","lklhgw=""mg 58950""",,,"lklhgw=""mg 54950""","lklhgw=""mg 52950""","lklhgw=""mg 56950""","lklhgw=""mg 59950"" or lklhgw=""ms 6850"" or lklhgw=""zg 9290"" or lklhgw=""zg 9285""",,,,"lklhgw=""mg !!950"" or lklhgw=""ms 6850"" or lklhgw=""zg 9290"" or lklhgw=""zg 9285""","{""nord"":""lklhgw=\""mg !!950\"" or lklhgw=\""ms 6850\"" or lklhgw=\""zg 9290\"" or lklhgw=\""zg 9285\"""",""sca"":""lklhgw=\""mg 5!950\"" not lklhgw=\""mg 56?\"""",""dk"":""lklhgw=\""mg 48950\"""",""ic"":""lklhgw=\""mg 58950\"""",""se"":""lklhgw=\""mg 54950\"""",""no"":""lklhgw=\""mg 52950\"""",""fi"":""lklhgw=\""mg 56950\"""",""bal"":""lklhgw=\""mg 59950\"" or lklhgw=\""ms 6850\"" or lklhgw=\""zg 9290\"" or lklhgw=\""zg 9285\"""",""all"":""lklhgw=\""mg !!950\"" or lklhgw=\""ms 6850\"" or lklhgw=\""zg 9290\"" or lklhgw=\""zg 9285\""""}"
363.7,363.7,363.X,363.X,TRUE,0,363.7,"Umweltprobleme, Umweltschutz","Environmental problems, environmental protection",,Siehe auch Umwelt 337. (bei Geographie: 916) ,AR* OR MG !!915 OR MK 89* OR MS 1700,(AR 32* NOT AR 327*)OR (MG !!915 NOT MG 56*),MG 48915 OR AR 323*,MG 58915 OR AR 32400,,AR 32460,MG 54915 OR AR 326*,MG 52915 OR AR 325*,MG 56915 OR AR 327*,AR OR MG 59915 OR MK 89* OR MS 1700,,,,AR* OR MG !!915 OR MK 89* OR MS 1700,"lklhgw=""ar?"" or lklhgw=""mg !!915"" or lklhgw=""mk 89?"" or lklhgw=""ms 1700""","(lklhgw=""ar 32?"" not lklhgw=""ar 327?"")or (lklhgw=""mg !!915"" not lklhgw=""mg 56?"")","lklhgw=""mg 48915"" or lklhgw=""ar 323?""","lklhgw=""mg 58915"" or lklhgw=""ar 32400""",,"lklhgw=""ar 32460""","lklhgw=""mg 54915"" or lklhgw=""ar 326?""","lklhgw=""mg 52915"" or lklhgw=""ar 325?""","lklhgw=""mg 56915"" or lklhgw=""ar 327?""","lklhgw=""ar"" or lklhgw=""mg 59915"" or lklhgw=""mk 89?"" or lklhgw=""ms 1700""",,,,"lklhgw=""ar?"" or lklhgw=""mg !!915"" or lklhgw=""mk 89?"" or lklhgw=""ms 1700""","{""nord"":""lklhgw=\""ar?\"" or lklhgw=\""mg !!915\"" or lklhgw=\""mk 89?\"" or lklhgw=\""ms 1700\"""",""sca"":""(lklhgw=\""ar 32?\"" not lklhgw=\""ar 327?\"")or (lklhgw=\""mg !!915\"" not lklhgw=\""mg 56?\"")"",""dk"":""lklhgw=\""mg 48915\"" or lklhgw=\""ar 323?\"""",""ic"":""lklhgw=\""mg 58915\"" or lklhgw=\""ar 32400\"""",""gro"":""lklhgw=\""ar 32460\"""",""se"":""lklhgw=\""mg 54915\"" or lklhgw=\""ar 326?\"""",""no"":""lklhgw=\""mg 52915\"" or lklhgw=\""ar 325?\"""",""fi"":""lklhgw=\""mg 56915\"" or lklhgw=\""ar 327?\"""",""bal"":""lklhgw=\""ar\"" or lklhgw=\""mg 59915\"" or lklhgw=\""mk 89?\"" or lklhgw=\""ms 1700\"""",""all"":""lklhgw=\""ar?\"" or lklhgw=\""mg !!915\"" or lklhgw=\""mk 89?\"" or lklhgw=\""ms 1700\""""}"
363.9,363.9,363.X,363.X,TRUE,0,363.X,Sonstige soziale Probleme und Sozialdienste,Other socialproblems and social welfare services,,"hier 363.4-6,363.8-9",MS 6440 OR MS 2880 OR MS 4150 OR MS 4200 OR MS 1810,,,,,,,,,MS 6440 OR MS 2880 OR MS 4150 OR MS 4200 OR MS 1810,,,,MS 6440 OR MS 2880 OR MS 4150 OR MS 4200 OR MS 1810,"lklhgw=""ms 6440"" or lklhgw=""ms 2880"" or lklhgw=""ms 4150"" or lklhgw=""ms 4200"" or lklhgw=""ms 1810""",,,,,,,,,"lklhgw=""ms 6440"" or lklhgw=""ms 2880"" or lklhgw=""ms 4150"" or lklhgw=""ms 4200"" or lklhgw=""ms 1810""",,,,"lklhgw=""ms 6440"" or lklhgw=""ms 2880"" or lklhgw=""ms 4150"" or lklhgw=""ms 4200"" or lklhgw=""ms 1810""","{""nord"":""lklhgw=\""ms 6440\"" or lklhgw=\""ms 2880\"" or lklhgw=\""ms 4150\"" or lklhgw=\""ms 4200\"" or lklhgw=\""ms 1810\"""",""bal"":""lklhgw=\""ms 6440\"" or lklhgw=\""ms 2880\"" or lklhgw=\""ms 4150\"" or lklhgw=\""ms 4200\"" or lklhgw=\""ms 1810\"""",""all"":""lklhgw=\""ms 6440\"" or lklhgw=\""ms 2880\"" or lklhgw=\""ms 4150\"" or lklhgw=\""ms 4200\"" or lklhgw=\""ms 1810\""""}"
364,364,36X,36X,TRUE,0,364,"Kriminologie, Strafanstalten","Criminology, Convict stations ",,hier auch DDC 365,MS 6470 OR DS 7700 OR PH 8*** OR PH 9***,,,,,,,,,MS 6470 OR DS 7700 OR PH 8*** OR PH 9***,,,,MS 6470 OR DS 7700 OR PH 8*** OR PH 9***,"lklhgw=""ms 6470"" or lklhgw=""ds 7700"" or lklhgw=""ph 8?"" or lklhgw=""ph 9?""",,,,,,,,,"lklhgw=""ms 6470"" or lklhgw=""ds 7700"" or lklhgw=""ph 8?"" or lklhgw=""ph 9?""",,,,"lklhgw=""ms 6470"" or lklhgw=""ds 7700"" or lklhgw=""ph 8?"" or lklhgw=""ph 9?""","{""nord"":""lklhgw=\""ms 6470\"" or lklhgw=\""ds 7700\"" or lklhgw=\""ph 8?\"" or lklhgw=\""ph 9?\"""",""bal"":""lklhgw=\""ms 6470\"" or lklhgw=\""ds 7700\"" or lklhgw=\""ph 8?\"" or lklhgw=\""ph 9?\"""",""all"":""lklhgw=\""ms 6470\"" or lklhgw=\""ds 7700\"" or lklhgw=\""ph 8?\"" or lklhgw=\""ph 9?\""""}"
368,368,36X,36X,TRUE,0,368,Versicherungswesen,Insurance,,,QQ 6** OR QR 560 OR QX 000 OR QX 400 OR QX 600 OR QX 71* OR QX 72*,,,,,,,,,QQ 6** OR QR 560 OR QX 000 OR QX 400 OR QX 600 OR QX 71* OR QX 72*,,,,QQ 6** OR QR 560 OR QX 000 OR QX 400 OR QX 600 OR QX 71* OR QX 72*,"lklhgw=""qq 6?"" or lklhgw=""qr 560"" or lklhgw=""qx 000"" or lklhgw=""qx 400"" or lklhgw=""qx 600"" or lklhgw=""qx 71?"" or lklhgw=""qx 72?""",,,,,,,,,"lklhgw=""qq 6?"" or lklhgw=""qr 560"" or lklhgw=""qx 000"" or lklhgw=""qx 400"" or lklhgw=""qx 600"" or lklhgw=""qx 71?"" or lklhgw=""qx 72?""",,,,"lklhgw=""qq 6?"" or lklhgw=""qr 560"" or lklhgw=""qx 000"" or lklhgw=""qx 400"" or lklhgw=""qx 600"" or lklhgw=""qx 71?"" or lklhgw=""qx 72?""","{""nord"":""lklhgw=\""qq 6?\"" or lklhgw=\""qr 560\"" or lklhgw=\""qx 000\"" or lklhgw=\""qx 400\"" or lklhgw=\""qx 600\"" or lklhgw=\""qx 71?\"" or lklhgw=\""qx 72?\"""",""bal"":""lklhgw=\""qq 6?\"" or lklhgw=\""qr 560\"" or lklhgw=\""qx 000\"" or lklhgw=\""qx 400\"" or lklhgw=\""qx 600\"" or lklhgw=\""qx 71?\"" or lklhgw=\""qx 72?\"""",""all"":""lklhgw=\""qq 6?\"" or lklhgw=\""qr 560\"" or lklhgw=\""qx 000\"" or lklhgw=\""qx 400\"" or lklhgw=\""qx 600\"" or lklhgw=\""qx 71?\"" or lklhgw=\""qx 72?\""""}"
